ID,first name الإسم الأول,last name اللقب,job المهنة,birth date تاريخ الإزدياد
10454831,عبد المحيي,فردوس,Press sub,1921-12-22
18989823,مازن,توفيق,Teaching laboratory technician,2009-02-13
66504900,جاسم,خاطر,"Designer, television/film set",1942-02-21
55294164,عاطف,قطب,Leisure centre manager,1983-09-12
54267152,مؤنس,حمدان,"Engineer, production",1948-02-06
42084693,رؤوف,نجوان,Chartered loss adjuster,1927-11-03
84059918,صدّاح,سليم,"Accountant, chartered certified",1978-12-27
65593158,وليد,مدحت,"Engineer, building services",1912-11-09
69328398,راشد,فداء,"Psychologist, occupational",1910-05-07
87438130,عزمي,مطاوع,Glass blower/designer,2008-08-13
58507254,تاليا,محمّد,Fashion designer,2018-05-21
02866314,مازن,هلالي,Ship broker,1952-09-04
81988419,جمان,ناظم,Television floor manager,1995-07-11
34792148,عبد الحكيم,قصيد,Volunteer coordinator,1953-01-30
91615664,راما,رضوان,Technical brewer,1971-12-26
82600068,ريفال,سعد,"Journalist, newspaper",1918-09-29
49751024,كتوم,مادلين,Customer service manager,1990-09-30
80340591,شوقي,عبد الشّكور,Dietitian,1941-10-14
03649183,ريتاج,لورين,Psychotherapist,2001-10-23
83350207,ميثاق,هيمان,Aid worker,1950-06-13
61275959,رستم,صباح,Airline pilot,1926-01-24
22728494,شهم,عمّار,"Engineer, site",1989-05-31
38253454,واصل,نجدت,"Surveyor, planning and development",1946-01-24
80178224,يحيى,رائد,Astronomer,1997-11-10
54110410,فردوس,ظبي,"Lecturer, further education",1922-06-27
08727107,صقر,أسرار,"Teacher, adult education",1981-06-16
71295404,اعتماد,عاقل,Horticultural therapist,1954-06-09
43614349,بشرى,تالا,"Engineer, communications",2013-08-12
40692661,ضياء,حمزة,Counsellor,1947-05-23
21739156,سمير,زايد,Trade union research officer,1986-08-12
74038183,سجى,صامد,Dramatherapist,1954-01-29
30030800,فارس,يحيى,Diplomatic Services operational officer,1983-10-05
39264572,تاج,هلال,"Psychologist, sport and exercise",1905-01-17
18910490,كاملة,لاما,Armed forces logistics/support/administrative officer,2007-05-27
52628528,عبد القدّوس,حافظ,Brewing technologist,1914-10-24
12196869,راغب,عبد الحفيظ,"Teacher, English as a foreign language",1993-05-06
91539014,خيري,زيد,"Engineer, land",1959-11-28
44022235,سخاء,نضال,Facilities manager,1916-06-25
77598950,توفيق,فوزي,Sub,1933-06-24
87770063,رمضان,نغم,"Designer, graphic",1970-08-07
47805187,اعتماد,بوران,Licensed conveyancer,1956-04-13
48840668,يسرى,ناجي,IT sales professional,1972-07-03
76480140,مرزوق,ملهم,Furniture designer,2010-12-19
53952998,حافظ,وائل,Dealer,1954-02-12
07905742,لورا,كنان,Dance movement psychotherapist,1906-02-22
77193308,ناردين,سليم,Social researcher,2002-08-05
36345519,طه,نافذ,Information systems manager,1952-08-04
51128500,صالح,فرج,Land,1920-12-27
40496054,فكري,عثمان,Insurance broker,1983-01-30
72038109,هدى,كنار,Site engineer,1903-07-25
53531018,طارق,يسرى,Financial manager,1978-06-01
50728176,عبد المحيي,صقر,"Scientist, research (medical)",1938-03-25
13377151,دليل,ميمون,"Psychologist, occupational",1904-02-02
43149902,كنان,غزوان,Control and instrumentation engineer,2008-08-19
93413817,وائل,شهب,"Production designer, theatre/television/film",1931-11-18
41080610,واصف,صدّام,Television camera operator,1993-09-09
36784424,لطوف,لوجين,Make,2007-09-10
86014472,بتول,فارس,Training and development officer,1937-03-05
95314761,نوّاف,عبد القدّوس,Product/process development scientist,1926-02-27
67903221,وادع,عبد الرّحمن,Early years teacher,2000-03-27
12123469,هادي,نجدت,Materials engineer,1942-08-11
65808054,ضحّاك,راغب,"Editor, film/video",1983-01-05
11102236,واصف,صامد,"Merchandiser, retail",2005-09-04
50851195,عبد الحليم,هدى,"Therapist, art",1994-05-08
90512100,يزيد,كليم,Furniture conservator/restorer,1946-12-22
01719390,روحي,حمّاد,Secondary school teacher,1990-01-27
28539551,غزير,ساهد,"Education officer, community",1978-08-20
33596518,مشاري,عبد العزيز,Oncologist,1949-02-12
77966919,زغلول,عبد العزيز,Operational investment banker,1933-10-04
85381988,نصر,مفيد,Chief Financial Officer,1922-04-06
07062902,رشاد,قحطان,Brewing technologist,1980-02-22
56296891,صبور,مقداد,"Designer, interior/spatial",2005-05-27
59020950,مشرق,نوف,Music therapist,1928-10-29
94207941,نشوان,سامي,Fine artist,1923-05-10
78735224,لوليا,غوى,Immunologist,1930-04-24
53865014,فراس,صدقي,Psychiatric nurse,1923-06-24
93768177,نوّاف,جرّاح,Dramatherapist,1976-11-25
42833352,ناصر,يمام,Psychiatrist,1998-07-17
90458293,نوال,ثامر,"Engineer, manufacturing systems",2008-06-10
08230065,صارم,خضر,"Pharmacist, hospital",1998-05-18
90999505,لقاء,لقمان,"Lighting technician, broadcasting/film/video",1953-11-26
72059463,واصف,عثمان,Environmental manager,2005-02-21
20393809,نزار,جلال,"Designer, multimedia",2008-02-21
00704021,سيفالدّين,بشري,Community arts worker,1964-05-21
84414755,معين,نور,Barrister,1976-02-26
25905915,عتيق,فخر,Music therapist,2003-01-01
56244649,كافور,عبد الصّمد,Chief Financial Officer,1989-09-03
84110879,بتول,عبد الغفّار,Psychiatric nurse,1906-12-04
32007763,رفيق,تاج,Proofreader,1926-05-05
13088552,لينا,رحيب,Theatre manager,1941-08-26
24771276,قحطان,ميلاء,Biomedical engineer,1945-11-24
86878401,حليم,مؤنس,Purchasing manager,1980-12-30
92044043,بلسم,سفير,Aid worker,1907-11-23
51655358,فارع,هاجر,"Psychologist, sport and exercise",1983-04-13
56323771,نشأت,عبد القدّوس,Banker,1967-09-19
82348441,جعفر,صابر,"Engineer, production",1941-09-30
14184871,إلينا,قبس,Primary school teacher,1986-07-31
20200541,مُخيمر,سعدون,Dealer,1975-11-03
21667732,كاشف,صبور,"Engineer, land",1939-02-26
00242783,مشرق,وديع,Maintenance engineer,1995-11-01
16694156,جواهر,سلاف,"Engineer, manufacturing systems",1951-09-29
35527671,محمد,قطب,Management consultant,1937-05-12
02185309,راغب,هايل,"Conservation officer, historic buildings",2016-12-12
89773949,عرفات,ميمون,Amenity horticulturist,1995-07-05
40061399,ريما,عبدالله,"Psychologist, prison and probation services",1981-10-02
07560941,نجوان,شبلي,Community pharmacist,2010-09-25
10666470,أحمد,مُتيّم,Charity officer,1975-12-11
12923465,ليساء,عبد الكريم,Mechanical engineer,1944-01-29
23311138,سلسبيل,عبد الملك,"Engineer, site",1972-03-18
90891380,صاحب,رشيد,Geochemist,1907-07-14
00331951,مرزوق,جدير,Film/video editor,1965-09-23
74735440,مرزوق,وريد,Hotel manager,1998-07-21
47460461,جلنار,عبد الرّحمن,Graphic designer,1950-12-09
89732700,مرسال,سعود,Dramatherapist,1911-06-13
43850020,سعود,جيلان,Fitness centre manager,1915-06-17
21285479,عبد العليم,زكية,Product designer,1971-06-11
05272310,صدّاح,ياسمين,Graphic designer,2000-12-26
34913840,أفنان,رزين,Nutritional therapist,1915-06-14
36350704,عبدالرّحمن,خافق,Press sub,1912-08-24
40575537,رامز,بهابهاء,Medical illustrator,1904-07-08
28956853,بهابهاء,هلال,Historic buildings inspector/conservation officer,1935-11-23
80157069,اصيل,كاسر,Control and instrumentation engineer,1957-12-18
36295821,مهنّد,مرزوق,Sales executive,2017-09-27
86506601,سلاف,نصوح,Aid worker,1982-04-19
46167064,فكري,فهمي,"Editor, film/video",1927-08-11
61250116,هيام,طارق,"Nurse, children's",2010-05-22
30654563,نصر الدّين,اعتكاف,"Engineer, communications",1933-02-07
69135880,نزيه,كتوم,Insurance underwriter,1922-03-03
03063415,كتوم,خلف,Commercial horticulturist,1924-08-11
99152727,خيري,صخر,Forensic psychologist,1956-03-16
17770613,بهابهاء,مُرسي,Public relations officer,2013-09-05
04530404,نشأت,خطيب,Therapeutic radiographer,1929-01-17
93252287,حسيب,مُعتز,Soil scientist,1927-02-12
18917215,حلا,ايمان,"Runner, broadcasting/film/video",1922-01-22
88761060,فالح,خلدون,Forensic psychologist,1984-01-18
36769766,يافع,عرفه,"Engineer, petroleum",1910-08-09
42785743,رامي,ليان,Marketing executive,2013-01-11
70848311,ريّان,عارف,"Nurse, mental health",1983-10-02
45325458,ملهم,كبير,Quarry manager,1942-08-26
25560992,تاليا,سلام,Clinical molecular geneticist,1912-12-13
44454760,فاضل,بلقيس,Armed forces technical officer,1940-10-01
34090251,نبيه,دؤوب,Insurance risk surveyor,1911-10-12
07889868,غطفان,صدر الدّين,Counsellor,1904-10-18
60228451,مناف,سائد,Therapeutic radiographer,1974-07-02
42638391,صنديد,عبد الغني,Physiological scientist,1923-05-29
14717031,معتوق,عبد الرّزاق,Recruitment consultant,2015-06-08
29417421,مهيب,نصر,Petroleum engineer,2009-06-06
89338285,لطفي,جدير,Music tutor,2014-04-10
02819327,ريمان,تامر,"Psychotherapist, child",1975-04-17
77887689,أغاريد,مشفق,"Scientist, clinical (histocompatibility and immunogenetics)",1956-06-02
22115119,فضل,أناهيد,Make,1917-05-12
70996494,بهجة,طائف,Quality manager,1962-02-18
48107730,رئيس,راشد,Furniture designer,1963-09-20
45316524,علم الدّين,دهمان,Clinical research associate,1906-05-07
92643826,قاصد,ساهر,Retail banker,1965-10-15
83267789,سلمان,ابتسام,Broadcast engineer,1914-02-14
30173637,مُرضي,نذير,Pension scheme manager,1938-01-06
24756211,داني,عائد,Software engineer,1913-10-19
09032118,روحي,رشاد,Arts development officer,2017-11-16
07222313,بشرى,مراد,Environmental health practitioner,2012-11-12
01744958,موفّق,كريم,"Surveyor, building",1943-10-01
68859206,مُتيّم,زيد,Higher education careers adviser,2005-12-22
28912460,سلسبيل,وصاف,Trade union research officer,1920-04-05
35027133,جابر,مناف,Sports coach,1914-11-29
87515060,غانم,شفيع,Air broker,1908-09-05
24696005,طارق,رواء,Broadcast presenter,1920-01-31
72712092,رمضان,قبس,Fisheries officer,1961-05-13
57961163,همام,جميل,"Sales professional, IT",1906-02-13
75162351,هيمان,كاشف,"Geologist, wellsite",1972-04-28
86378147,دليل,اعتماد,Financial trader,1928-07-31
45092268,مُرسي,نوف,Jewellery designer,1993-01-14
23532274,يزيد,جميلة,"Designer, multimedia",1941-01-06
97000365,آيات,جهراء,"Administrator, charities/voluntary organisations",1948-02-04
16022485,عبدالله,راضي,Chemical engineer,1937-02-20
45605642,ريان,عبد الكريم,Corporate investment banker,2010-10-08
85320833,فيّاض,وجدي,Media buyer,2003-06-29
81993536,إباء,فهمي,Lobbyist,1948-05-20
75294502,عالم,نورس,Early years teacher,1921-11-21
55760348,غالب,روفيدا,Database administrator,1981-03-31
88843339,عبد الغفّار,تولين,Technical author,1940-05-12
76661303,ريتال,شهاب,"Nurse, learning disability",1916-04-01
21736391,وجيه,كسّاب,Quantity surveyor,2012-12-05
17112734,لمّاح,هادي,Consulting civil engineer,1917-10-27
71411989,يوسف,منسي,Clinical embryologist,1987-04-01
70240115,عبد الباقي,عزمي,Ambulance person,1940-11-05
31625555,معمّر,تقي,Animator,1950-01-23
95955889,فدائي,رجائي,Industrial/product designer,1976-11-26
55621830,نور الدّين,معارف,Sales executive,1919-01-13
15229113,هيمان,حيدر,"Pharmacist, hospital",2001-09-09
98950348,سديم,دريد,Interior and spatial designer,2016-08-17
62307697,خافق,عبد المولى,Neurosurgeon,1976-03-28
36118632,منيع,تقي,"Surveyor, commercial/residential",1971-03-14
40722931,عبد الحليم,ممتاز,"Administrator, education",1944-12-13
26376547,سلمان,افتكار,Brewing technologist,1971-01-04
42697923,كبير,طريف,Cytogeneticist,1968-12-02
03535097,راسم,مرادي,Armed forces logistics/support/administrative officer,2011-08-21
41268193,عبد التّواب,صادق,Sport and exercise psychologist,1983-08-20
01635799,محمود,علي,Geographical information systems officer,1969-08-22
80799375,نصور,عالم,Environmental education officer,2011-08-26
63600124,ميثاق,جلاء,Animal technologist,1919-11-08
04957461,عبد اللطيف,ياقوت,Control and instrumentation engineer,1994-08-02
29116874,رجاء,عاتب,Environmental consultant,2003-08-14
54987593,مُنجد,لورا,"Doctor, general practice",1913-12-02
23785359,أناهيد,زكي,Chartered management accountant,1985-12-20
63311204,مياس,سمير,Bonds trader,1995-02-14
75787035,نزار,سامح,Secondary school teacher,2003-05-12
00197687,مياس,فائق,Financial risk analyst,1956-03-12
51765668,هيمان,مرتقي,Secondary school teacher,1985-04-29
64411200,ميرا,عبد العليم,Consulting civil engineer,1934-04-04
24798310,صقر,ضرغام,Mining engineer,1925-07-19
55804189,خلوصي,زاخر,Proofreader,1992-10-18
66576365,عابد,شعيب,Podiatrist,1992-09-05
00826358,حامد,مرادي,"Education officer, museum",1920-04-15
56912845,ريف,جود,"Pharmacist, community",1993-03-12
58797761,نوّاف,زهرة,Toxicologist,1983-10-13
71263786,غزير,زياد,Herbalist,1953-07-14
52135361,وسيل,رافع,Technical author,1948-09-30
40795089,راني,سهوان,Radiation protection practitioner,1961-08-24
97337300,معن,سراج الدّين,Chief Strategy Officer,2007-07-21
58569283,بهية,شادي,Landscape architect,1961-09-21
04747475,كرم,فوزي,Holiday representative,1978-05-08
14820878,بيلسان,سيّد,Systems developer,1941-07-20
59318460,وائل,مصباح,Retail buyer,1985-09-11
11811480,شجاع,معارف,Radio producer,2011-06-03
48288927,لؤي,محجوب,Police officer,1933-09-23
64991047,ليساء,جوان,"Education officer, community",1921-11-13
49796780,جمال,مظهر,"Optician, dispensing",1933-09-27
91414403,أغاريد,سموح,Physiological scientist,1923-09-29
22402417,كافور,سرحان,English as a second language teacher,1944-11-27
58608340,سراج,نذير,Curator,1920-08-18
24752374,ريمان,عبد المولى,Operational investment banker,1941-03-18
87431575,سموح,فرج,Sales executive,1963-05-27
58182901,مصعب,معن,Chief Financial Officer,1964-05-06
23505308,عتيد,حلا,Clinical psychologist,2002-01-20
30091290,طامح,عمرو,Therapeutic radiographer,1976-05-29
32479195,إخلاص,وجيه,"Librarian, public",1909-02-13
10135426,عبّود,لطوف,Health and safety adviser,2003-07-09
03300305,ليان,همام,Statistician,1995-01-31
02953021,عبد السّلام,ممدوح,"Designer, textile",1945-03-03
98615841,بثينة,علي,Air traffic controller,1915-05-29
80579748,نجم الدّين,يعرب,Secondary school teacher,2016-07-05
83365201,سامي,كافور,Speech and language therapist,1935-04-04
59075660,ضحى,ضحى,Research scientist (maths),1913-09-03
60557995,محييالدّين,بيلسان,Call centre manager,1930-05-11
37938710,يانع,شهاب,Comptroller,1982-07-12
04675914,حمدان,عبد اللطيف,"Scientist, forensic",1941-04-27
23400641,مجد,وليف,Barrister,1935-06-13
15947079,نعيم,سلمان,Plant breeder/geneticist,2005-06-08
39343970,كليم,عبّود,"Therapist, sports",1977-09-15
83717703,نبهان,وائل,Futures trader,1986-05-17
72386804,ميّاد,فاضل,Wellsite geologist,1953-05-23
58284568,عمير,عدوي,Housing manager/officer,1959-04-16
09061439,عمر,وليد,Leisure centre manager,2014-04-17
89342336,زكية,ناجح,"Scientist, research (maths)",2002-06-16
26653204,موسى,زاهر,"Optician, dispensing",2018-08-06
97222897,ميرال,غسّان,Research scientist (maths),2001-08-11
49028317,عرفات,حاتم,Higher education lecturer,1989-12-16
93140515,مرشد,كامل,Government social research officer,1947-07-20
49953367,غزير,سموح,"Editor, commissioning",1984-03-09
43730032,تالا,نبيل,"Investment banker, corporate",2002-08-12
10456330,نعمان,راوي,Sales promotion account executive,1995-01-31
50013685,هلال,عبد الحقّ,Toxicologist,1907-07-12
79320351,صبحي,يسرى,Geophysical data processor,2001-10-29
15937971,عربي,مُخيمر,Barrister,2010-07-08
19075600,راسم,خليل,Health service manager,1959-03-15
15095817,داهي,روفيدا,Wellsite geologist,1983-08-02
83979248,علي,شادي,Television production assistant,2019-01-19
77877666,رامي,تمّام,Sales executive,1923-03-16
32599107,رسمي,تحسين,Fashion designer,1932-03-04
14922602,نمر,مصطفى,Geoscientist,1966-08-29
58387122,فوّاز,طائل,Pathologist,1949-01-09
09772236,تمّام,هناء,Retail manager,1911-07-18
63687637,شهاب,ظبي,IT sales professional,2002-05-23
95127712,فضل,راغب,Music therapist,1999-03-13
26889733,سخاء,جواهر,Local government officer,1982-03-21
58074503,مادلين,حمّاد,Ergonomist,1980-12-30
49589900,نشوة,صدّام,"Producer, radio",1958-04-13
02218588,معمّر,سجى,Chartered public finance accountant,1947-03-24
06556815,نزار,يزيد,Education administrator,1921-08-25
95301051,عمّار,وجيه,"Engineer, aeronautical",1992-03-29
34159286,رهيف,هيثم,Emergency planning/management officer,1978-06-01
60643667,لارا,بلماء,Brewing technologist,1969-05-18
49505436,خلدون,مراد,Air broker,1964-12-26
78586802,نصوح,شبيب,Commercial/residential surveyor,2015-10-28
28657347,مرادي,ريف,Geochemist,1938-11-24
33075662,محفوظ,رجائي,"Engineer, drilling",2013-05-22
80724384,غالي,حمدان,Analytical chemist,1938-03-25
16682504,ذكي,مراد,"Designer, graphic",1997-10-26
74315574,وديع,هيمان,Public affairs consultant,1931-06-28
16519749,عبد القادر,صائب,Hydrogeologist,2008-12-22
02816333,وحيد,عزّت,Automotive engineer,1932-02-19
96492581,ديسم,كايد,"Scientist, research (maths)",2003-06-24
79451451,يسار,عبد الحفيظ,Higher education careers adviser,1999-06-14
18892468,فادي,صافي,Manufacturing engineer,1965-09-21
29708055,غازي,بشري,Music tutor,1930-06-18
86219938,محسن,وديع,Archivist,1959-02-09
29148103,عصمت,ذكي,Medical sales representative,1966-07-31
65982983,نوح,فهد,Energy manager,1992-09-24
44181925,خميس,جميلة,Contracting civil engineer,1910-06-12
83985027,ريناد,كنان,Television/film/video producer,1939-06-11
09969643,بشري,سمير,Chartered certified accountant,2001-05-03
38272806,عاكف,هايل,Counselling psychologist,2009-01-18
62315104,عبد اللطيف,مأمون,Agricultural consultant,1976-06-29
53850294,شهير,حسين,Chartered accountant,1949-10-27
53519856,فرات,سليمان,"Engineer, electronics",2003-07-26
90142154,واصل,يعرب,"Psychologist, sport and exercise",1999-06-17
65231388,طائف,نجوان,Operations geologist,1964-04-27
66143345,ميسور,عبد اللطيف,Financial manager,1981-03-07
90600104,مُتعب,خضر,Academic librarian,2012-03-09
13612924,ممتاز,هيثم,IT consultant,1978-05-27
94029741,حارث,اصيل,Advertising account planner,1976-09-13
43369003,عماد,غطفان,Immigration officer,1988-01-14
57676418,فداء,جليل,Higher education lecturer,1962-06-14
56266979,ضحى,وضّاح,"Engineer, broadcasting (operations)",1917-04-26
64913841,عامر,جيلان,"Programmer, systems",1960-02-28
87081329,جميلة,شاطر,"Surveyor, building control",1994-09-11
33528670,مادلين,لقمان,Geoscientist,1955-03-15
33992976,سعدون,ابتسام,Speech and language therapist,1995-03-22
57945200,تقيّ الدّين,صنديد,Energy manager,1974-05-14
75764722,بوران,ثروت,Retail banker,1927-02-15
44716189,مفيد,ريّان,Ecologist,1950-10-06
43975280,نافذ,جعفر,"Producer, radio",2010-12-25
79445290,علي,نظام,Textile designer,1929-03-23
31478694,عبد الغفّار,صاحب,Cabin crew,1998-02-17
10141281,رامح,وسيل,Automotive engineer,2002-11-30
70817331,ظبي,مُنجد,"Engineer, production",1996-10-01
42206491,شهب,عصام,Best boy,1945-08-04
38661600,تاج,نزار,Arts development officer,1969-06-16
19615899,مرشد,مراد,"Engineer, civil (contracting)",1949-05-08
46562999,شدّاد,جلال الدّين,Armed forces training and education officer,1951-04-27
62826631,عبد الرّحيم,عزاز,"Designer, jewellery",1937-09-24
71185408,عبد الحكيم,خطيب,Medical technical officer,1909-01-29
72754382,زايد,عبد الغفور,Applications developer,1918-11-19
42479840,حمّاد,ضياء,Professor Emeritus,1937-03-14
49682892,كرمة,فراس,Writer,1991-12-16
27105634,عادل,منتصر,Corporate investment banker,1996-07-13
20331450,شاكر,عتيق,"Administrator, education",1931-11-22
87104936,رواء,رستم,Prison officer,1915-03-05
72890868,علاءالدّين,عمّار,Medical physicist,1938-02-22
82510435,ناهد,ريتاج,Science writer,2016-06-05
72976685,نوّار,ريم,Tourist information centre manager,2004-11-10
52266485,محجوب,قائد,Oncologist,1908-10-10
01189834,عبد الحكيم,غطفان,"Administrator, sports",2015-10-19
83965722,رئيس,لؤي,Manufacturing engineer,1965-11-16
89957288,وفيق,زهدي,Public house manager,1947-10-25
63807554,فتحي,حارث,Forensic psychologist,1981-07-01
93414036,صبيح,صبري,Camera operator,2016-04-04
87448825,مريم,ضياء,Environmental health practitioner,1984-12-26
40102139,موسى,نبيه,Agricultural consultant,1952-04-04
49152678,راما,وادع,Land/geomatics surveyor,1924-06-22
60964458,مُناضل,سامح,Chief Executive Officer,1968-01-16
26232140,مشفق,بوران,Volunteer coordinator,1951-06-26
41500415,سامح,علاءالدّين,"Surveyor, commercial/residential",1924-03-20
34683040,نافع,ثقيف,"Scientist, clinical (histocompatibility and immunogenetics)",1960-10-23
29976577,طه,راجح,Product manager,1913-09-08
88806099,مناف,ريمان,Broadcast journalist,1982-04-10
14499159,كارم,نور,Graphic designer,1976-10-14
87587661,شكري,علي,Environmental manager,2017-05-27
11593638,ناجح,نيازي,"Surveyor, hydrographic",1920-04-29
60774866,جميلة,موسى,Heritage manager,1980-02-15
53094698,صدّاح,نبيه,Art therapist,1951-08-09
00995511,سراج,وادع,"Nurse, learning disability",2002-01-26
51870676,قحطان,حفيظ,Company secretary,1983-07-01
61061835,راما,وفيق,Counselling psychologist,2012-04-07
44816667,روبين,هدى,Theatre manager,1943-07-13
20066024,حياة,رضي,Professor Emeritus,1993-12-15
01471113,مخلص,ناديه,Accounting technician,1967-01-21
60840455,ياقوت,سامح,"Surveyor, insurance",1934-10-16
82174712,ظافر,نصور,Optometrist,1987-08-21
10178775,عقيل,نائل,Clinical embryologist,2010-11-11
94596397,حارث,عرفان,Broadcast presenter,1955-11-29
38129070,شعبان,خالد,"Producer, radio",1915-12-17
83264696,جعفر,عبد القادر,Private music teacher,1957-04-08
73524601,هيكل,ظبي,Leisure centre manager,1934-10-03
52423680,نجم الدّين,عبد الحيّ,Commercial art gallery manager,1965-12-28
33773391,مختار,غيداء,Academic librarian,1987-03-05
77552211,أفراح,شكيب,"Education officer, community",1928-10-26
88710686,أفراح,زايد,Air cabin crew,2002-07-14
36563968,مهيب,تمام,Lawyer,1981-08-11
86747530,نغم,ايمان,"Engineer, technical sales",1949-02-10
18086898,قاسم,باهرة,"Restaurant manager, fast food",1938-04-18
16686366,صهيب,لطفي,"Producer, television/film/video",1999-11-24
97586159,هزار,مشرق,Race relations officer,1956-10-02
39254627,آيات,جرّاح,Communications engineer,1969-01-17
20546595,جرّاح,لمّاح,Trading standards officer,1928-11-14
21240201,زاهر,ثائر,"Scientist, research (maths)",1950-07-18
39141507,زيدان,سراج,Energy engineer,1990-12-28
58261729,جلنار,صخر,Energy manager,1987-10-18
47540729,شعلان,وسجايا,Charity fundraiser,1989-05-02
17428910,مشرق,طبّاع,Customer service manager,2017-01-21
13519384,مُعتز,جميلة,"Engineer, electronics",2011-12-25
82790790,قائد,ريمان,Brewing technologist,1953-04-03
97951551,عبد الحيّ,سنام,Photographer,1926-05-27
67346851,نبيل,جابر,"Psychotherapist, dance movement",1974-08-24
68758639,اسماءبناتمختلفةومعانيها:,هلال,Public relations officer,1989-03-11
20535780,مايا,مُتولي,"Engineer, energy",2018-09-21
39639004,هاني,عبد المجيد,Musician,1973-01-02
74625185,محسن,عبد الشّكور,Bookseller,1949-10-30
01775952,صادح,وفيق,Systems analyst,1948-06-30
89707074,معن,شجاع,Merchant navy officer,1965-06-30
16962729,همام,مروان,Orthoptist,1942-07-13
96716892,مؤنس,تاج الدّين,"Editor, film/video",1960-04-14
02696485,عبد المجيد,فرات,Solicitor,1954-03-10
22797933,بتول,كنان,Health and safety adviser,1905-09-25
43213382,لقاء,عالية,Tax inspector,1944-06-29
48036375,لقاء,جهاد,Financial planner,1997-12-30
35830085,قائد,كرم,"Administrator, Civil Service",1924-02-02
88367033,ريان,سديم,"Therapist, art",1959-12-08
84866943,خيري,ظبي,"Surveyor, commercial/residential",2004-09-22
56441741,يعقوب,فهمي,"Civil engineer, contracting",1988-04-11
40039305,يارا,مؤمن,Field seismologist,1931-07-31
86894890,هند,عبد الباقي,"Designer, blown glass/stained glass",1960-01-24
53981516,بهابهاء,نوّاف,"Engineer, civil (consulting)",1947-04-21
94967593,ريّان,مُتولي,Retail manager,2006-07-19
03866658,ذيب,عمران,"Accountant, chartered management",1993-09-02
93408394,محمد,نصري,Osteopath,1923-10-01
38225352,هنادي,عبد القدّوس,"Therapist, speech and language",1911-07-27
03626009,عبد الصّمد,سنان,"Geologist, wellsite",1979-01-01
89438497,رجب,مرادي,"Therapist, music",1906-02-07
73534884,طارق,بيلسان,Lobbyist,1968-02-13
25785524,لورا,أروى,Holiday representative,1952-04-01
87714111,عزاز,داوود,"Scientist, biomedical",1945-05-28
18632019,دليل,ظافر,"Accountant, chartered certified",1966-09-10
57735047,ميسون,حاتم,Health and safety inspector,1925-03-23
93809313,عبد الحقّ,جلنار,Academic librarian,1921-09-04
07993398,كافور,جميلة,"Investment banker, corporate",2004-02-19
14974267,مرتجي,صباح,Ecologist,1923-06-15
57700151,فراس,جود,Accommodation manager,1967-03-07
17309486,افتكار,فدائي,Technical author,2014-01-17
80098997,رفيق,زاخر,Museum/gallery exhibitions officer,1935-01-29
85357846,لتين,عبد اللطيف,"Scientist, research (life sciences)",1936-01-03
80562177,حمدي,بيلسان,"Teacher, special educational needs",2000-12-07
85525726,سموح,سعود,"Engineer, automotive",1908-11-13
05872091,وفاء,نبيل,"Surveyor, planning and development",1930-12-08
11009306,ميار,سلطان,Learning mentor,1978-07-24
77305534,عادل,بيسان,Retail merchandiser,1916-12-21
06643256,إباء,نافذ,Horticultural consultant,1937-12-24
97026518,عبدالرّحمن,ديمه,Rural practice surveyor,1987-12-18
28248286,محييالدّين,اصيل,Landscape architect,1947-11-18
64718583,عمرو,منيب,"Production assistant, radio",1973-01-27
56448047,زكريا,رضي,Best boy,1978-09-12
34539279,فطين,مهدي,Museum/gallery conservator,1973-05-25
00117425,شعبان,وسيل,Financial manager,1966-11-01
08730756,نذير,ميرال,"Sound technician, broadcasting/film/video",1924-11-17
81728572,لطفي,رمضان,Leisure centre manager,1991-05-17
16286061,عبد الحليم,سعيد,"Administrator, sports",1999-11-05
79156479,مهدي,منيب,Comptroller,1918-12-14
24928496,غالي,دانية,Archivist,1961-01-12
57257556,زاخر,جاد,Event organiser,1937-08-04
55041119,واثق,ثائر,Human resources officer,1967-11-03
43886555,كبير,جوريّة,"Surveyor, mining",1936-11-21
66759416,حازم,نشوة,Press photographer,1952-04-07
44992491,ظافر,ربيع,"Administrator, charities/voluntary organisations",1908-05-28
54355453,عزمي,بنان,Dramatherapist,1905-11-11
72208847,قاصد,نصري,TEFL teacher,1977-07-20
98921973,نادي,حليم,"Psychologist, occupational",1923-10-20
11852643,عبد الغني,يعقوب,"Teacher, English as a foreign language",1936-11-18
61585294,منسي,طائل,"Lecturer, further education",1938-01-15
87275285,عبد الباقي,تحسين,"Optician, dispensing",2008-05-15
51226664,رائد,فردوس,Barrister,1952-02-04
90740169,لتين,نصوح,Water engineer,1969-03-06
97616597,جابر,غانم,Financial risk analyst,1920-11-05
06011222,بلند,مُسعف,Risk manager,2017-06-21
39465597,مهدي,بلماء,"Optician, dispensing",1991-08-30
98605514,غطفان,روبين,Fast food restaurant manager,1979-09-16
11904809,غزير,داهي,Technical author,2000-12-18
54689695,ميلاء,يعقوب,Hospital pharmacist,1953-11-19
58895610,رواء,علاء,Jewellery designer,1971-04-24
22463005,عاكف,عذب,Sub,2004-10-13
57973371,جعفر,نظام,Copy,1996-12-27
67481521,أريج,حكيم,General practice doctor,2007-11-25
97622185,وضّاح,ميلاء,Purchasing manager,1956-11-30
19672984,قصي,ريتال,Site engineer,2004-01-07
